DOI,Title,Author,Journal,Publication Year,Abstract Note,LitmapsId,Cited By,References,PubMedId
10.1016/J.PAID.2018.07.017,That's What She Said! Perceived Mate Value of Clean and Dirty Humor Displays,"Mary M. Medlin, Mitch Brown, Donald F. Sacco",Personality and Individual Differences,2018,"Humor is considered a valuable trait when evaluating potential mates, and women demonstrate a preference for men's ability to produce humor. Humor displays as a male mating strategy appear context-dependent, which suggests that women's preferences for certain humor may be contingent on their mating goals. One dimension of humor variability that could approximate men's long- (LTM) or short-term (STM) mating goals is communication of humor that is categorically clean or dirty, respectively, which could influence the humorists' desirability to women. Such displays may differentially signal sexual receptivity. Two studies tasked women with indicating interest in men who generated either clean or dirty humor. Across both studies clean humor producers were preferred when evaluating both the long- and short-term desirability of men, although this preference was larger for LTM evaluations. Study 2 also demonstrated that sociosexually unrestricted women (i.e., those with more permissive sexual attitudes) self-reported greater behavioral attraction toward dirty humorists, a preference mediated by their perceptions of dirty jokes as funnier. Dirty humor production in men and appreciation in women may facilitate respective STM goals. Results of this research provide further evidence that the specific mating context determines the appropriateness of humor use when used as a relational display.",200360745,12,53,
10.1016/J.PAID.2022.111907,The effects of benevolent vs. corrective humor on interpersonal liking and behavioral compliance,"Yi Cao, Yuan-Ze Liu, Yubo Hou, Lijun Ji, Yi Cao, Yuan-Ze Liu, Yubo Hou, Lijun Ji",(missing journal),2023,"This paper reports three studies investigating the effects of benevolent and corrective humor on interpersonal liking and willingness to change problematic behavior . Study 1 ( n = 375) found that participants liked corrective-humor-tellers who were socially distant less than those who were socially close, whereas they liked benevolent-humor-tellers equally well regardless of social distance. Study 2 ( n = 576) replicated the results of Study 1, showing greater effects of social distance on interpersonal liking and willingness to change behavior when corrective, rather than benevolent, humor was used. Furthermore, Study 2 identified the perceived motive of the humor teller as the mediator for the observed effects. Study 3 ( n = 399) manipulated the perceived motive of the humor teller and demonstrated that corrective humor could be more effective on interpersonal liking and willingness to change behavior when the benign motive was made salient. These findings contribute to the humor literature and provide practical implications for using humor in daily life. • Participants liked corrective humor tellers better if they were close than distant. • Social distance didn't affect people's liking for benevolent humor tellers. • The interaction of social distance and style of humor predicted liking. • Perceived benign motives enhanced liking in response to corrective humor.",255270295,1,34,
10.1086/498281,THE EVOLUTION AND FUNCTIONS OF LAUGHTER AND HUMOR: A SYNTHETIC APPROACH,"Matthew M. Gervais, D. Wilson",The Quarterly Review of Biology,2005,"A number of recent hypotheses have attempted to explain the ultimate evolutionary origins of laughter and humor. However, most of these have lacked breadth in their evolutionary frameworks while neglecting the empirical existence of two distinct types of laughter—Duchenne and non‐Duchenne—and the implications of this distinction for the evolution of laughter as a signal. Most of these hypotheses have also been proposed in relative isolation of each other and remain disjointed from the relevant empirical literature. Here we attempt to remedy these shortcomings through a synthesis of previous laughter and humor research followed by (i) a reevaluation of this research in light of theory and data from several relevant disciplines, and (ii) the proposal of a synthetic evolutionary framework that takes into account phylogeny and history as well as proximate mechanisms and adaptive significance. We consider laughter to have been a preadaptation that was gradually elaborated and co‐opted through both biological and cultural evolution. We hypothesize that Duchenne laughter became fully ritualized in early hominids between 4 and 2 mya as a medium for playful emotional contagion. This mechanism would have coupled the emotions of small hominid groups and promoted resource‐building social play during the fleeting periods of safety and satiation that characterized early bipedal life. We further postulate that a generalized class of nonserious social incongruity would have been a reliable indicator of such safe times and thereby came to be a potent distal elicitor of laughter and playful emotion. This class of stimuli had its origins in primate social play and was the foundation for formal human humor. Within this framework, Duchenne laughter and protohumor were well established in the hominid biobehavioral repertoire when more cognitively sophisticated traits evolved in the hominid line between 2 mya and the present. The prior existence of laughter and humor allowed them to be co‐opted for numerous novel functions, and it is from this process that non‐Duchenne laughter and the “dark side” of laughter emerged. This perspective organizes the diversified forms and functions that characterize laughter and humor today and clarifies when and how laughter and humor evolved during the course of human evolution.",7810990,492,177,16519138
10.1037/0022-3514.54.4.616,The evolution of human intrasexual competition: tactics of mate attraction.,D. Buss,Journal of personality and social psychology,1988,"Darwin's theory of sexual selection suggests that individuals compete with members of their own sex for reproductively relevant resources held by members of the opposite sex. Four empirical studies were conducted to identify tactics of intrasexual mate competition and to test four evolution-based hypotheses. A preliminary study yielded a taxonomy of tactics. Study 1 used close-friend observers to report performance frequencies of 23 tactics to test the hypotheses. Study 2 replicated Study 1's results by using a different data source and subject population. Study 3 provided an independent test of the hypotheses in assessing the perceived effectiveness of each tactic for male and female actors. Although the basic hypotheses were supported across all three studies, there were several predictive failures and unanticipated findings. Discussion centers on the heuristic as well as predictive role of evolutionary theory, and on implications for other arenas of intrasexual competition.",53764034,874,32,3367282
(missing DOI),"The Hidden Truths of Self-Presentation, Self-Disclosure, and Deception on Online Dating Profiles: A Call for Change",Misha Lashgari,(missing journal),2014,"The way in which individuals seek romantic partners has changed considerably in the past decades, most notably through online dating sites (ODSs). Despite the possibility of misrepresentation amongst client users, such sites continue to grow in popularity because ODSs provide a large pool from which individuals can select and attract potential partners. While much research has been undertaken on ODSs, little empirical research has examined postsecondary students’ use of ODSs. Therefore, this study sought to investigate why postsecondary students have become involved with and how they present themselves on ODSs. The researcher surveyed 20 postsecondary students and conducted in-depth interviews with 2 participants who use ODSs. Although the limited sample prevented results from being generalized, quantitative and qualitative analyses suggest that participants became involved with ODSs for various purposes, such as seeking long-term relationships and/or marriage partners, or simply exploring or visiting ODSs out of curiosity. Findings indicate that ODS users’ physical appearance and/or “attractiveness” is considered the strongest predictor of relationship success. The study discusses how participants’ self-presentation affects outcomes of ODS usage, particularly when negative self-identification and presentation corresponding to factors such as individuals’ weight and age are taken into account.",20711068,0,75,
10.1016/J.EVOLHUMBEHAV.2005.06.002,The influence of humor on desirability,"Eric R. Bressler, Sigal Balshine",Evolution and Human Behavior,2006,"Humorous interaction is a ubiquitous aspect of human social behavior, yet the function of humor has rarely been studied from a Darwinian perspective. One exception is Miller's theory that one's ability to produce high-quality humor functioned as a fitness indicator, and hence, humor production and appreciation have evolved as a result of sexual selection. In this study, we examined whether there are sex differences in attraction to humorous individuals, and whether using humor influences perceptions of humorists' personality traits. We experimentally manipulated how humorous two-stimulus persons were perceived to be by presenting them with autobiographical statements that were either funny or not. Participants chose which person was a more desirable partner for a romantic relationship, and which individual was more likely to have several personality traits. Only women evaluating men chose humorous people as preferred relationship partners. For both sexes, humorous individuals were seen as less intelligent and trustworthy than their nonhumorous counterparts, but as more socially adept. These results are discussed in light of sexual selection theory.",14575562,133,35,
10.1080/019261802753455615,The Relational Humor Inventory: Functions of Humor in Close Relationships,"E. de Koning, R. Weiss",(missing journal),2002,"This study describes the development of a self-report measure of functional humor in relationships. Based on a review of the literature, items were formulated that would tap into possible functions of humor in marital interaction. People were asked to report on their own and their partner's use of humor in the marriage. Principal component analyses identified three subscales for both self and partner: Instrumental Humor, Positive Humor, and Negative Humor. Convergent and construct validity was tested with other humor and relationship measures. The Relational Humor Inventory proved to be a useful instrument for tapping important positive and negative relationship behaviors.",32275507,89,27,
10.1515/HUMOR-2022-0028,The relationship between humor and women’s body image concerns and eating behaviors,"Fabio Fasoli, Jane Ogden, Susie Johnson, Fabio Fasoli, Jane Ogden, Susie Johnson",(missing journal),2022,"Humor is considered a coping strategy that is associated with well-being and positive self-esteem. The role of humor in relation to body image and eating behaviors has rarely been investigated. This cross-sectional study ( n = 216) examined the relationship between general coping humor and humor styles targeting the self, namely self-enhancing and self-defeating humor, and body image and eating behaviors. Results showed that adaptive self-enhancing humor was associated with body appreciation and compassion, whilst maladaptive self-defeating humor was related to body criticism, drive for thinness, and emotional eating. General coping humor played almost no role. We also examined humor clusters and found that body appreciation and body kindness were higher in self-enhancers than self-defeaters and higher in humor endorsers than humor deniers. Further, self-defeaters reported more body criticism and emotional eating than self-enhancers, and emotional eating was higher in humor deniers than humor endorsers. This study shows that humor referring to the self is key in the understanding of body image and eating behaviors. Whilst the use of self-enhancing humor can have positive effects on body image, self-defeating humor can play a detrimental role.",251647315,0,71,
(missing DOI),The Role of Creativity and Humor in Human Mate Selection,S. Kaufman,(missing journal),2007,"Let's face it: most people think humor is sexy. One need not scour countless scientific journal articles to reach this conclusion. Open your favorite newspaper or magazine to the “Personals” section and you are bound to see plenty of people looking for a “good sense of humor” in a potential mate. Alternatively, do an impromptu pilot study and ask the next 10 people you meet how high humor ranks on their lists of important mate characteristics; you will likely obtain similar results. Research has confirmed that a good sense of humor is an important human mate preference worldwide (Asia: Toro-Morn & Sprecher, 2003; Europe: Todosijevik, Snezana, & Arancic, 2003; North America: Regan & Joshi, 2002). When people are asked to rate the importance of various traits for romantic relationships, a good sense of humor is consistently at or near the top of their lists (Hansen, 1977; Hewitt, 1958; Goodwin, 1990; Smith,",230231868,42,137,
10.1080/19419899.2019.1668464,The role of humour production and humour receptivity in perceived romantic interest,"M. Tornquist, D. Chiappe",Psychology & Sexuality,2020,"This research tests the interest indicator model of humour. Specifically, we investigate whether participants infer more romantic interest from partners who produce humour and respond positively to humour, and whether physical attractiveness moderates these effects. Participants viewed photos of more attractive and less attractive individuals along with vignettes describing the photographed individual’s humour production and humour receptivity. Participants rated how romantically interested in them they perceived each photographed person to be. Results showed that participants inferred more romantic interest from individuals who were higher, as compared to lower, in humour production and humour receptivity, although physical attractiveness and gender moderated these effects. It appears that people infer more romantic interest from humour displayers. Humour’s role in perceived romantic interest is discussed.",133835003,2,42,
10.1515/HUMOR-2020-0133,The variable of gender and its interplay with mother tongue in the humor and laughter of bilingual couples,Silja Ang-Tschachtli,Humor: International Journal of Humor Research,2021,"The variables of gender and mother tongue are usually considered independently in humor research. This article aims to explore the role of gender and its interplay with mother tongue in the production, reception, and assessment of humor among 10 bilingual, bicultural couples. It investigates whether the gender patterns commonly observed are also evident in these couples’ conversations, namely that women laugh more than men (Mehu, Marc &amp; Robin I. M. Dunbar. 2008. Naturalistic observations of smiling and laughter in human group interactions. Behaviour 145(12). 1747–1780.), that women laugh more about men than the reverse (Jefferson, Gail. 2004. A note on laughter in ‘male-female’ interaction. Discourse Studies 6. 117–133. DOI:10.1177/1461445604039445.), and that men produce more humorous utterances than women do (Ross, Elaina M. &amp; Jeffrey A. Hall. 2020. The traditional sexual script and humour in courtship. Humor: International Journal of Humor Research 33(2). 197–218. DOI:10.1515/humor-2019-0017.). On average, the female bilinguals produced 29.6% more laughter pulses and laughed 7.4% more frequently, and their laughter episodes were consistently longer than their partners’. However, the participants’ mother tongue was found to have a stronger influence on their production and reception of laughables than their gender, and the native speakers produced more successful laughables, despite their partners’ high level of L2 proficiency. Interestingly, the couples’ self-assessments often did not match their actual laughing behavior and appeared to be clearly gendered; no couple considered the female partner to be funnier, and several men even questioned their partner’s sense of humor, while male humor was often praised.",35047043,0,22,
10.1037/TPS0000063,The virtue gap in humor: Exploring benevolent and corrective humor.,"W. Ruch, Sonja Heintz",(missing journal),2016,"The recent emergence of positive psychology gave rise to the idea to conceptualize humor from a “good character” perspective. Present constructs, however, show a “virtue gap,” and the two concepts of benevolent and corrective humor were developed to fill this gap. The former describes a humorous outlook on life that entails the realistic observations and understanding of human weaknesses (and the imperfection of the world) but also their benevolent humorous treatment. By contrast, corrective humor involves moral-based ridicule—that is, the use of mockery to fight badness and mediocrity. Corrective humor, akin to satire, uses wit to ridicule vices, follies, abuses, and shortcomings with the intent of shaming individuals and groups into improvement. Participants (N = 340) filled in statements assessing the two virtue-related humor concepts, general sense of humor (subsample of n = 144), mockery, and 24 character strengths. As expected, benevolent humor showed positive correlations with most of the 24 character strengths and uniquely related to the strengths of several virtues (justice, temperance, and transcendence) beyond general sense of humor. Corrective humor related most strongly to strengths of the virtues wisdom, courage, and justice, especially once mockery was controlled for. Thus, both constructs capture important virtue-related humor aspects over and above the sense of humor and mockery and are thus suitable for—at least partially—filling the “virtue gap” in humor research. They have the potential to pave the way for developing and investigating further humor constructs that meaningfully relate to strengths and virtues. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",74916548,44,14,
10.1007/S11031-015-9524-8,Understanding the effects of exposure to humor expressing affiliative and aggressive motivations,"Arnie Cann, Adam T. Cann, Jennifer A. Jordan",Motivation and Emotion,2016,"Using humor, being funny, and having a good sense of humor are often reported as desirable qualities. However, little attention has been paid to possible differences in responses to humor reflecting affiliative as opposed to aggressive motivations. In evaluating a stranger, when examples of affiliative and aggressive humor were presented as the stranger’s preferred humor, aggressive humor led to more negative impressions (Study 1). To further explore the impact of humor reflecting affiliative versus aggressive motivations, participants were exposed to equally funny videotapes representing the two humor styles (Study 2). Women’s reported affective experiences varied across the humor styles, but men’s did not. Women and men rated the affiliative video as being more positive than negative, but no differences in the qualities were found for the aggressive video. Results across the two studies demonstrate the importance of considering not just the funniness of humor efforts, but also the social motives conveyed by the humor. Given the complexity of responses to humor, additional research is needed to better understand the contexts within which being funny might have social benefits versus social costs.",158147531,23,40,
10.1016/J.CHB.2011.08.023,"What is beautiful is good, even online: Correlations between photo attractiveness and text attractiveness in men's online dating profiles","Rebecca J. Brand, Abigail Bonatsos, Rebecca D'Orazio, Hilary L. DeShong",Computers in Human Behavior,2012,"Attractive people are considered by others to have many positive qualities and in the case of social skills and intelligence, these attributions are often true. In internet dating, individuals with attractive profile photos are viewed more favorably overall, but no research has yet established whether they indeed have more positive qualities. We addressed this issue by having 50 women independently rate 100 photos and free-written texts taken from males' profiles on a popular dating website. Photos rated as physically attractive had profile texts that were rated as more attractive, even though photos and texts were rated by different judges. Perceived confidence seemed to play a mediating role, suggesting that attractive men write appealing texts because they are aware of their high mate value. Thus, contrary to popular belief, the internet does not seem to ''level the playing field.''",85577119,45,31,
10.3758/S13423-011-0161-2,"Who’s funny: Gender stereotypes, humor production, and memory bias","Laura Mickes, Drew E. Walker, Julian L. Parris, Robert Mankoff, Nicholas J. S. Christenfeld",Psychonomic Bulletin & Review,2012,"It has often been asserted, by both men and women, that men are funnier. We explored two possible explanations for such a view, first testing whether men, when instructed to be as funny as possible, write funnier cartoon captions than do women, and second examining whether there is a tendency to falsely remember funny things as having been produced by men. A total of 32 participants, half from each gender, wrote captions for 20 cartoons. Raters then indicated the humor success of these captions. Raters of both genders found the captions written by males funnier, though this preference was significantly stronger among the male raters. In the second experiment, male and female participants were presented with the funniest and least funny captions from the first experiment, along with the caption author's gender. On a memory test, both females and males disproportionately misattributed the humorous captions to males and the nonhumorous captions to females. Men might think men are funnier because they actually find them so, but though women rated the captions written by males slightly higher, our data suggest that they may regard men as funnier more because they falsely attribute funny things to them.",22090505,44,19,
